Order,Tier,Topic,English,Turkish,Swedish,Farsi,Hindi,Is New
1141,Beginner,7. Time & Days,Restored wetlands attracted many rare birds this year.,İyileştirilen sulak alanlar bu yıl birçok nadir kuşu kendine çekti.,Återställda våtmarker lockade många sällsynta fåglar i år.,,,
1142,Beginner,7. Time & Days,We may be moving a bit too fast right now.,Şu anda biraz fazla hızlı ilerliyor olabiliriz.,Vi kanske går lite för fort just nu.,,,
1143,Beginner,7. Time & Days,There seems to be some confusion regarding the deadline.,Görünüşe göre son teslim tarihi konusunda bir karışıklık var.,Det verkar råda en viss förvirring angående deadline.,,,
1144,Beginner,7. Time & Days,The weather could turn bad later this afternoon.,Hava bu öğleden sonra kötüleşebilir.,Vädret kan bli dåligt senare i eftermiddag.,,,
1145,Beginner,7. Time & Days,We may have forgotten an important bag at the hotel.,Otelde önemli bir çanta unutmuş olabiliriz.,Vi kanske har glömt en viktig väska på hotellet.,,,
1146,Beginner,7. Time & Days,We may be moving too fast in this new relationship.,Bu yeni ilişkide çok hızlı ilerliyor olabiliriz.,Vi kanske går för fort fram i det här nya förhållandet.,,,
1147,Beginner,7. Time & Days,We may not have covered security concerns fully yet.,Güvenlik endişelerini henüz tam olarak ele almamış olabiliriz.,Vi kanske inte har täckt säkerhetsfrågorna fullt ut ännu.,,,
1148,Beginner,7. Time & Days,There seems to be a scheduling conflict for next Tuesday.,Gelecek Salı için bir program çakışması var gibi görünüyor.,Det verkar vara en schemaläggningskonflikt för nästa tisdag.,,,
1149,Beginner,7. Time & Days,The plan may not allow for potential delivery delays.,"Plan, olası teslimat gecikmelerini hesaba katmayabilir.",Planen kanske inte tar höjd för potentiella leveransförseningar.,,,
1150,Beginner,7. Time & Days,The missing document came up only after the meeting ended.,Kayıp belge ancak toplantı sona erdikten sonra ortaya çıktı.,Det saknade dokumentet kom fram först efter att mötet hade slutat.,,,
1151,Beginner,7. Time & Days,Packages almost never arrive ahead of the scheduled time.,Paketler neredeyse hiçbir zaman planlanan zamandan önce gelmez.,Paket anländer nästan aldrig före tidsplanen.,,,
1152,Beginner,7. Time & Days,The shop has never been this crowded on a weekday.,Mağaza bir hafta içi hiç bu kadar kalabalık olmamıştı.,Butiken har aldrig varit så här fullt en vardag.,,,
1153,Beginner,7. Time & Days,The appointment slipped our minds until we checked the calendar.,Takvimi kontrol edene kadar randevuyu unutmuştuk.,Mötet föll oss ur minnet tills vi kollade kalendern.,,,
1154,Beginner,7. Time & Days,Discounts rarely apply to the items you want most.,İndirimler en çok istediğiniz ürünlere nadiren uygulanır.,Rabatter gäller sällan för de varor du vill ha mest.,,,
1155,Beginner,7. Time & Days,The mobile app had never crashed so badly before.,Mobil uygulama daha önce hiç bu kadar kötü çökmemişti.,Mobilappen hade aldrig kraschat så illa förut.,,,
1156,Beginner,7. Time & Days,"Once the deadline passed, the pressure dropped significantly.","Son tarih geçtikten sonra, baskı önemli ölçüde düştü.","När tidsfristen passerats, sjönk trycket markant.",,,
1157,Beginner,7. Time & Days,Rarely does a package arrive exactly on the delivery date.,Nadiren bir paket teslimat tarihinde tam olarak ulaşır.,Sällan anländer ett paket exakt på leveransdagen.,,,
1158,Beginner,7. Time & Days,Rarely do meetings end early on Monday mornings.,Pazartesi sabahları toplantılar nadiren erken biter.,Sällan slutar möten tidigt på måndagsmorgnar.,,,
1159,Beginner,7. Time & Days,Rarely does public transport line up perfectly for travelers.,"Toplu taşıma, yolcular için nadiren mükemmel bir şekilde denk gelir.",Sällan passar kollektivtrafiken perfekt för resenärer.,,,
1160,Beginner,7. Time & Days,What made the trip smoother was traveling early.,Yolculuğu pürüzsüzleştiren şey erken yola çıkmaktı.,Det som gjorde resan smidigare var att resa tidigt.,,,
1161,Beginner,7. Time & Days,Rarely do instructions work perfectly the first time.,Talimatlar ilk seferde nadiren kusursuz işler.,Sällan fungerar instruktioner perfekt första gången.,,,
1162,Beginner,7. Time & Days,The decision to leave early made the trip easier.,Erken ayrılma kararı yolculuğu kolaylaştırdı.,Beslutet att åka tidigt gjorde resan enklare.,,,
1163,Beginner,7. Time & Days,It has been suggested that the meeting be postponed.,Toplantının ertelenmesi önerilmiştir.,Det har föreslagits att mötet skjuts upp.,,,
1164,Beginner,7. Time & Days,Most analysts assume interest rates will remain high next month.,"Çoğu analist, faiz oranlarının gelecek ay yüksek kalacağını varsayıyor.",De flesta analytiker antar att räntorna kommer att förbli höga nästa månad.,,,
1165,Beginner,7. Time & Days,Locals believe the building has been haunted for a century.,Yöre halkı binanın bir asırdır perili olduğuna inanıyor.,Lokalbor tror att byggnaden har varit hemsökt i ett sekel.,,,
1166,Beginner,7. Time & Days,The plan appears to be at a very early stage.,Plan çok erken bir aşamada gibi görünüyor.,Planen verkar vara på ett mycket tidigt stadium.,,,
1167,Beginner,7. Time & Days,The agreement is expected to be signed this week.,Anlaşmanın bu hafta imzalanması bekleniyor.,Avtalet förväntas undertecknas denna vecka.,,,
1168,Beginner,7. Time & Days,He should have enough saved for a car next month.,Önümüzdeki ay bir araba için yeterince biriktirmiş olmalı.,Han borde ha tillräckligt sparat till en bil nästa månad.,,,
1169,Beginner,7. Time & Days,Will the company be stable by the year end?,Şirket yıl sonuna kadar istikrarlı olacak mı?,Kommer företaget att vara stabilt vid årets slut?,,,
1170,Beginner,7. Time & Days,All the invitations should be sent out by Friday.,Tüm davetiyeler Cuma gününe kadar gönderilmiş olmalı.,Alla inbjudningar ska skickas ut senast fredag.,,,
1171,Beginner,7. Time & Days,Success may look very different in a few years.,"Başarı, birkaç yıl içinde çok farklı görünebilir.",Framgång kan se väldigt annorlunda ut om några år.,,,
1172,Beginner,7. Time & Days,She expects to feel more confident by next year.,Gelecek yıla kadar daha özgüvenli hissetmeyi bekliyor.,Hon förväntar sig att känna sig mer självsäker till nästa år.,,,
1173,Beginner,7. Time & Days,The update should go live by Monday.,Güncelleme Pazartesiye kadar yayına girmeli.,Uppdateringen ska gå live senast på måndag.,,,
1174,Beginner,7. Time & Days,Are you working late again this Thursday?,Bu Perşembe yine geç mi çalışıyorsun?,Jobbar du sent igen den här torsdagen?,,,
1175,Beginner,7. Time & Days,Reaching my fitness goal feels realistic by year's end.,Yıl sonuna kadar fitness hedefime ulaşmak gerçekçi görünüyor.,Att nå mitt träningsmål känns realistiskt vid årets slut.,,,
1176,Beginner,8. Feelings & Emotions,She feels calm at home.,Evde sakin hissediyor.,Hon känner sig lugn hemma.,,,
1177,Beginner,8. Feelings & Emotions,He feels nervous before the test.,Sınavdan önce gergin hissediyor.,Han känner sig nervös inför provet.,,,
1178,Beginner,8. Feelings & Emotions,We feel safe in this place.,Bu yerde kendimizi güvende hissediyoruz.,Vi känner oss trygga på den här platsen.,,,
1179,Beginner,8. Feelings & Emotions,They feel excited about the trip.,Seyahat için heyecanlı hissediyorlar.,De känner sig förväntansfulla inför resan.,,,
1180,Beginner,8. Feelings & Emotions,I feel sad right now.,Şu an üzgünüm.,Jag känner mig ledsen just nu.,,,
1181,Beginner,8. Feelings & Emotions,He feels bored at home.,Evde sıkılıyor.,Han känner sig uttråkad hemma.,,,
1182,Beginner,8. Feelings & Emotions,We feel proud of our work.,İşimizle gurur duyuyoruz.,Vi känner oss stolta över vårt arbete.,,,
1183,Beginner,8. Feelings & Emotions,They feel afraid during the storm.,Fırtına sırasında korkuyorlar.,De känner sig rädda under stormen.,,,
1184,Beginner,8. Feelings & Emotions,I feel cold without a jacket.,Ceketsiz üşüyorum.,Jag fryser utan jacka.,,,
1185,Beginner,8. Feelings & Emotions,She feels hot in the sun.,O güneşte sıcak hissediyor.,Hon känner sig varm i solen.,,,
1186,Beginner,8. Feelings & Emotions,I feel better now.,Şimdi daha iyi hissediyorum.,Jag mår bättre nu.,,,
1187,Beginner,8. Feelings & Emotions,I feel okay now.,Şimdi iyi hissediyorum.,Jag mår bra nu.,,,
1188,Beginner,8. Feelings & Emotions,I feel safe here.,Burada kendimi güvende hissediyorum.,Jag känner mig trygg här.,,,
1189,Beginner,8. Feelings & Emotions,He wears a blue shirt when he is relaxed.,Rahat olduğunda mavi bir gömlek giyer.,Han har på sig en blå skjorta när han är avslappnad.,,,
1190,Beginner,8. Feelings & Emotions,I count to one hundred to calm myself.,Kendimi sakinleştirmek için yüze kadar sayıyorum.,Jag räknar till hundra för att lugna mig.,,,
1191,Beginner,8. Feelings & Emotions,After tennis my right arm feels weak.,Tenisten sonra sağ kolum güçsüz hissediyor.,Efter tennis känns min högra arm svag.,,,
1192,Beginner,8. Feelings & Emotions,Carrying that bag really tired out my hand.,O çantayı taşımak elimi çok yordu.,Att bära den där väskan tröttade verkligen ut min hand.,,,
1193,Beginner,8. Feelings & Emotions,My chest feels tight when I breathe deeply.,Derin nefes aldığımda göğsüm sıkışıyor.,Min bröstkorg känns spänd när jag andas djupt.,,,
1194,Beginner,8. Feelings & Emotions,My skin feels hot from the sun.,Güneşten cildim yanıyor.,Min hud känns varm av solen.,,,
1195,Beginner,8. Feelings & Emotions,Cold air makes my nose feel sore.,Soğuk hava burnumu acıtıyor.,Kall luft gör min näsa öm.,,,
1196,Beginner,8. Feelings & Emotions,My legs are tired after the match.,Maçtan sonra bacaklarım yoruldu.,Mina ben är trötta efter matchen.,,,
1197,Beginner,8. Feelings & Emotions,I feel very heavy in my chest.,Göğsümde çok büyük bir ağırlık hissediyorum.,Jag känner mig väldigt tung i bröstet.,,,
1198,Beginner,8. Feelings & Emotions,My whole body feels weak and tired.,Tüm vücudum halsiz ve yorgun hissediyor.,Hela min kropp känns svag och trött.,,,
1199,Beginner,8. Feelings & Emotions,The air feels thick and warm.,Hava ağır ve sıcak hissediliyor.,Luften känns tjock och varm.,,,
1200,Beginner,8. Feelings & Emotions,"There’s a café inside, although it’s easy to miss.","İçeride bir kafe var, ancak kolayca gözden kaçabilir.","Det finns ett kafé därinne, även om det är lätt att missa.",,,
1201,Beginner,8. Feelings & Emotions,It looks like there is no space for luggage here.,Burada bagaj için yer yok gibi görünüyor.,Det ser ut som att det finns ingen plats för bagage här.,,,
1202,Beginner,8. Feelings & Emotions,It doesn’t seem like they have an air pump here.,Burada hava pompası yok gibi görünüyor.,Det verkar inte som att de har en luftpump här.,,,
1203,Beginner,8. Feelings & Emotions,You felt very tired after the long flight.,Uzun uçuştan sonra çok yorgun hissettiniz.,Du kände dig väldigt trött efter den långa flygningen.,,,
1204,Beginner,8. Feelings & Emotions,You played tennis and felt relaxed afterward.,Tenis oynadın ve sonrasında rahatladın.,Du spelade tennis och kände dig avslappnad efteråt.,,,
1205,Beginner,8. Feelings & Emotions,You checked the clock because you were nervous.,Saate baktın çünkü gergindin.,Du kollade klockan eftersom du var nervös.,,,
1206,Beginner,8. Feelings & Emotions,The city is big yet feels quiet and peaceful.,Şehir büyük ama yine de sakin ve huzurlu geliyor.,Staden är stor men känns lugn och fridfull.,,,
1207,Beginner,8. Feelings & Emotions,The plane is more comfortable than the bus.,Uçak otobüsten daha rahat.,Flygplanet är bekvämare än bussen.,,,
1208,Beginner,8. Feelings & Emotions,I feel more nervous than I did before the talk.,Konuşmadan öncekinden daha gergin hissediyorum.,Jag känner mig mer nervös än jag var innan föreläsningen.,,,
1209,Beginner,8. Feelings & Emotions,Watching a movie at home sounds like a nice plan.,Evde film izlemek kulağa güzel bir plan gibi geliyor.,Att se en film hemma låter som en trevlig plan.,,,
1210,Beginner,8. Feelings & Emotions,Getting some fresh air might help you feel better.,Biraz temiz hava almak sana iyi gelebilir.,Att få lite frisk luft kan hjälpa dig att må bättre.,,,
1211,Beginner,8. Feelings & Emotions,Tonight feels like a great time to celebrate.,Bu gece kutlamak için harika bir zaman gibi geliyor.,Ikväll känns som ett utmärkt tillfälle att fira.,,,
1212,Beginner,8. Feelings & Emotions,Would you like to share a dessert with me?,Benimle bir tatlı paylaşmak ister misiniz?,Skulle du vilja dela en efterrätt med mig?,,,
1213,Beginner,8. Feelings & Emotions,They enjoy watching old black and white movies.,Eski siyah beyaz filmleri izlemekten hoşlanırlar.,De tycker om att titta på gamla svartvita filmer.,,,
1214,Beginner,8. Feelings & Emotions,"The medicine is expensive, so she is worried about costs.","İlaç pahalı, bu yüzden masraflar konusunda endişeli.","Medicinen är dyr, så hon är orolig över kostnaderna.",,,
1215,Beginner,8. Feelings & Emotions,Snakes bite if they feel scared or angry.,Yılanlar korkmuş veya kızgın hissederlerse ısırır.,Ormar biter om de känner sig rädda eller arga.,,,
1216,Beginner,8. Feelings & Emotions,He gets very stressed if he works too much.,Çok çalışırsa çok streslenir.,Han blir väldigt stressad om han jobbar för mycket.,,,
1217,Beginner,8. Feelings & Emotions,Bees only sting if they feel a direct threat.,Arılar sadece doğrudan bir tehdit hissettiklerinde sokarlar.,Bin sticker bara om de känner ett direkt hot.,,,
1218,Beginner,8. Feelings & Emotions,We will take a taxi if we miss the bus.,Otobüsü kaçırırsak taksiye bineceğiz.,Vi tar en taxi om vi missar bussen.,,,
1219,Beginner,8. Feelings & Emotions,Will they be angry if we do not invite them?,Onları davet etmezsek kızarlar mı?,Blir de arga om vi inte bjuder in dem?,,,
1220,Beginner,8. Feelings & Emotions,You will feel better if you take this medicine.,Bu ilacı alırsan daha iyi hissedeceksin.,Du kommer att må bättre om du tar den här medicinen.,,,
1221,Beginner,8. Feelings & Emotions,She will be surprised if she wins the prize.,Ödülü kazanırsa şaşıracak.,Hon kommer att bli överraskad om hon vinner priset.,,,
1222,Beginner,8. Feelings & Emotions,Will you be happy if you move abroad?,Yurt dışına taşınırsan mutlu olacak mısın?,Kommer du att bli lycklig om du flyttar utomlands?,,,
